claim_nbr,order_nbr,contract,license,name,addr,city,state,gpo,invoice_date,invoice_nbr,part,ship_qty,uom,sale,rebate
,,R705T2,42PD,SOUTH MIAMI VALLEY HEALTH CTR (LUM),2400 MIAMI VALLEY DR,CENTERVILLE,OH,MEDASSETS,06/13/2024,2322726449,648,1.0,CS,152.0,0.0
,,R705T1,LMUD,ORTHONEBRASKA HOSPITAL (LUM),2808 S 143RD PLZ,OMAHA,NE,MEDASSETS,06/13/2024,2322739222,648,0.2,CS,31.02,0.0
,,R705T1,R192,CHENANGO MEMORIAL HOSPITAL,179 N BROAD ST,NORWICH,NY,MEDASSETS,06/12/2024,2322734447,648,0.1,CS,15.5,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM BULK,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/12/2024,2322756244,646,0.1,CS,12.39,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/11/2024,2322656396,946,0.2,CS,32.1,0.0
,,R705T1,JBCP,TAMPA GENERAL HOSPITAL-SPD,1 TAMPA GENERAL CIR,TAMPA,FL,MEDASSETS,06/12/2024,2322624021,656,0.5,CS,69.95,0.0
,,R705T1,5LRQ,AKRON CHILDRENS HOSPITAL,1 PERKINS SQ,AKRON,OH,MEDASSETS,06/11/2024,2322636520,646,2.0,CS,252.76,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/11/2024,2322751030,946,1.0,CS,160.5,0.0
,,R705T1,HDIH,THE UNIVERSITY OF TEXAS SW MEDICAL,6201 HARRY HINES BLVD,DALLAS,TX,MEDASSETS,06/13/2024,2322785922,648,2.0,CS,310.08,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/12/2024,2322814723,946,0.2,CS,31.48,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/13/2024,2322890542,646,0.6,CS,75.84,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/12/2024,2322906674,946,1.0,CS,160.5,0.0
,,R705T2,6RYB,PROMEDICA CHARLES & VIRG HICK (LUM),5640 N ADRIAN HWY,ADRIAN,MI,MEDASSETS,06/12/2024,2322827894,957,0.3,CS,37.71,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/14/2024,2322909149,648,1.0,CS,152.0,0.0
,,R705T1,5CXE,MARC,8300 FLOYD CURL DR,SAN ANTONIO,TX,MEDASSETS,06/13/2024,2322908064,647,1.0,CS,154.84,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/12/2024,2322905639,648,0.2,CS,30.4,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/13/2024,2322915040,946,0.3,CS,48.150000000000006,0.0
,,R705T1,73V3,UT HEALTH AUSTIN PHYSICIANS CLINIC,1601 TRINITY ST STOP Z0200,AUSTIN,TX,MEDASSETS,05/30/2024,2322945699,648,1.0,CS,155.04,0.0
,,R705T1,V4W5,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,MEDASSETS,06/14/2024,2322969914,648,0.1,CS,15.5,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/14/2024,2323008121,946,0.2,CS,31.48,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/16/2024,2323057532,957,0.3,CS,37.71,0.0
,,R705T2,6RYB,PROMEDICA CHARLES & VIRG HICK (LUM),5640 N ADRIAN HWY,ADRIAN,MI,MEDASSETS,06/14/2024,2323058697,957,0.3,CS,37.71,0.0
,,R705T1,MKSO,BELLIN MEMORIAL HOSPITAL INC,905 CASS ST,GREEN BAY,WI,MEDASSETS,06/14/2024,2323044675,648,1.0,CS,155.0,0.0
,,R705T1,ECHZ,WILSON MEMORIAL HOSPITAL (LUM),33-57 HARRISON ST,JOHNSON CITY,NY,MEDASSETS,06/14/2024,2323030621,648,0.2,CS,31.02,0.0
,,R705T1,HFNW,CHILDRENS NATIONAL HOSPITAL(LUM),111 MICHIGAN AVE NW,WASHINGTON,DC,MEDASSETS,06/13/2024,2322990804,648,0.3,CS,46.5,0.0
,,R705T2,6RYB,PROMEDICA CHARLES & VIRG HICK (LUM),5640 N ADRIAN HWY,ADRIAN,MI,MEDASSETS,06/13/2024,2323009961,957,0.2,CS,25.14,0.0
,,R705T1,JKFF,NCH MD-HEALTHCARE SYSTEM,350 7TH ST N,NAPLES,FL,MEDASSETS,06/14/2024,2323040656,648,1.0,CS,155.04,0.0
,,R705T2,SUBS,UNIV CINCINNATI-BCW,3200 BURNET AVE,CINCINNATI,OH,MEDASSETS,06/14/2024,2323051928,656,2.0,CS,274.3,0.0
,,R705T1,ECHZ,WILSON MEMORIAL HOSPITAL (LUM),33-57 HARRISON ST,JOHNSON CITY,NY,MEDASSETS,06/13/2024,2322979410,646,0.1,CS,12.64,0.0
,,R705T1,R152,UNIVERSITY OF ROCHESTER/STRONG (BUL,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/13/2024,2322995232,648,1.0,CS,155.0,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/15/2024,2323030549,646,0.2,CS,25.28,0.0
,,R705T1,HFNW,CHILDRENS NATIONAL HOSPITAL(LUM),111 MICHIGAN AVE NW,WASHINGTON,DC,MEDASSETS,06/16/2024,2323051614,648,0.3,CS,46.5,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/13/2024,2323076787,648,0.2,CS,30.4,0.0
,,R705T1,J55T,MERIDIAN PARK HOSPITAL,19300 SW 65TH AVE,TUALATIN,OR,MEDASSETS,06/16/2024,2323064195,648,1.0,CS,155.04,0.0
,,R705T1,R192,CHENANGO MEMORIAL HOSPITAL,179 N BROAD ST,NORWICH,NY,MEDASSETS,06/13/2024,2323082647,646,1.0,CS,126.4,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/15/2024,2323082149,648,0.4,CS,60.8,0.0
,,R705T1,IG83,JACKSON HOSPITAL AND CLINIC (BULK),1725 PINE ST,MONTGOMERY,AL,MEDASSETS,06/12/2024,2323124758,957,1.0,CS,128.21,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/17/2024,2323199188,648,1.0,CS,152.0,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/16/2024,2323198359,648,0.6,CS,91.19999999999999,0.0
,,R705T2,Q542,MIAMI VALLEY HOSPITAL,1 WYOMING ST,DAYTON,OH,MEDASSETS,06/17/2024,2323279533,648,1.0,CS,152.0,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/17/2024,2323354610,946,0.1,CS,15.74,0.0
,,R705T1,V648,GRADY MEMORIAL HOSPITAL,2220 W IOWA AVE,CHICKASHA,OK,MEDASSETS,06/17/2024,2323176632,645,1.0,CS,144.94,0.0
,,R705T1,K7NK,SUMMIT MEDICAL GROUP,150 PARK AVE,FLORHAM PARK,NJ,MEDASSETS,06/16/2024,2323200564,648,1.0,CS,155.04,0.0
,,R705T1,OLWT,WILSON HEALTH,915 W MICHIGAN ST,SIDNEY,OH,MEDASSETS,06/17/2024,2323290529,974,0.1,CS,22.0,0.0
,,R705T1,R152,UNIVERSITY OF ROCHESTER/STRONG (BUL,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/17/2024,2323336286,656,1.0,CS,139.89,0.0
,,R705T1,R152,UNIVERSITY OF ROCHESTER/STRONG (BUL,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/17/2024,2323336255,648,1.0,CS,155.0,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/17/2024,2323271551,648,0.2,CS,31.02,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/08/2024,2323267032,648,0.2,CS,31.02,0.0
,,R705T1,ECHZ,WILSON MEMORIAL HOSPITAL (LUM),33-57 HARRISON ST,JOHNSON CITY,NY,MEDASSETS,06/17/2024,2323349442,648,0.2,CS,31.02,0.0
,,R705T1,ECHZ,WILSON MEMORIAL HOSPITAL (LUM),33-57 HARRISON ST,JOHNSON CITY,NY,MEDASSETS,06/17/2024,2323349470,648,0.1,CS,15.5,0.0
,,R705T1,HFNW,CHILDRENS NATIONAL HOSPITAL(LUM),111 MICHIGAN AVE NW,WASHINGTON,DC,MEDASSETS,06/17/2024,2323345702,648,0.5,CS,77.5,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/16/2024,2323347248,946,0.2,CS,31.48,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/17/2024,2323270099,648,0.6,CS,93.0,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/17/2024,2323347262,957,0.3,CS,37.71,0.0
,,R705T1,R158,HIGHLAND HOSPITAL-ROCHESTER (LUM),1000 SOUTH AVE,ROCHESTER,NY,MEDASSETS,06/18/2024,2323502884,648,0.4,CS,62.04,0.0
,,R705T2,WFAZ,PMR WILDWOOD,2865 N REYNOLDS RD STE 170,TOLEDO,OH,MEDASSETS,06/12/2024,2323372816,957,12.0,CS,1508.4,0.0
,,R705T1,V703,SCOTT COUNTY HOSPITAL,201 ALBERT AVE,SCOTT CITY,KS,MEDASSETS,06/10/2024,2323385506,649,1.0,CS,155.09,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/19/2024,2323430265,946,0.3,CS,48.150000000000006,0.0
,,R705T1,HDIH,THE UNIVERSITY OF TEXAS SW MEDICAL,6201 HARRY HINES BLVD,DALLAS,TX,MEDASSETS,06/19/2024,2323450362,648,2.0,CS,310.08,0.0
,,R705T1,YFZS,NEUROSCIENCE GROUP,1305 W AMERICAN DR,NEENAH,WI,MEDASSETS,06/18/2024,2323448158,648,2.0,CS,310.08,0.0
,,R705T1,SBCN,GEORGIA NEUROSURGICAL INST-ASC,840 PINE ST STE 810,MACON,GA,MEDASSETS,06/17/2024,2323480672,648,0.4,CS,62.04,0.0
,,R705T1,RQL9,EMANUEL HOSPITAL,2801 N GANTENBEIN AVE,PORTLAND,OR,MEDASSETS,06/19/2024,2323489330,646,2.0,CS,252.76,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/18/2024,2323509231,645,0.1,CS,14.49,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/18/2024,2323509239,645,0.3,CS,43.47,0.0
,,R705T2,XNYW,PROMEDICA COLDWATER REGIONAL HOSPIT,274 E CHICAGO ST,COLDWATER,MI,MEDASSETS,06/18/2024,2323530659,957,1.0,CS,125.7,0.0
,,R705T2,Q641,PROMEDICA FLOWER HOSPITAL (LUM),5200 HARROUN RD,SYLVANIA,OH,MEDASSETS,06/18/2024,2323537297,957,0.8,CS,100.56,0.0
,,R705T1,XMYH,FF THOMPSON HEALTH SYSTEM INC (BULK,350 PARRISH ST,CANANDAIGUA,NY,MEDASSETS,06/18/2024,2323546075,648,1.0,CS,155.04,0.0
,,R705T1,HFNW,CHILDRENS NATIONAL HOSPITAL(LUM),111 MICHIGAN AVE NW,WASHINGTON,DC,MEDASSETS,06/18/2024,2323504762,648,0.3,CS,46.5,0.0
,,R705T1,S186,KENT - LUM ON UBOAT (LUM),455 TOLL GATE RD,WARWICK,RI,MEDASSETS,06/19/2024,2323502411,648,0.5,CS,77.5,0.0
,,R705T1,KGJM,UNIVER OF MD-ST JOSEPH MED CTR-TRIA,7601 OSLER DR,TOWSON,MD,MEDASSETS,06/19/2024,2323627118,648,1.0,CS,155.04,0.0
,,R705T1,5LRQ,AKRON CHILDRENS HOSPITAL,1 PERKINS SQ,AKRON,OH,MEDASSETS,06/19/2024,2323658310,646,1.0,CS,126.38,0.0
,,R705T1,JKFF,NCH MD-HEALTHCARE SYSTEM,350 7TH ST N,NAPLES,FL,MEDASSETS,06/19/2024,2323676165,648,1.0,CS,155.04,0.0
,,R705T1,JZ5Z,CHS-GOOD SAMARITAN HOSPITAL / A90,1000 MONTAUK HWY,WEST ISLIP,NY,MEDASSETS,06/19/2024,2323634436,648,1.0,CS,155.04,0.0
,,R705T1,P035,FORREST COUNTY GENERAL HOSPITAL,6051 U S HIGHWAY 49,HATTIESBURG,MS,MEDASSETS,06/20/2024,2323701492,956,1.0,CS,158.0,0.0
,,R705T1,HDIH,THE UNIVERSITY OF TEXAS SW MEDICAL,6201 HARRY HINES BLVD,DALLAS,TX,MEDASSETS,06/21/2024,2323773752,648,2.0,CS,310.08,0.0
,,R705T1,RA7U,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,MEDASSETS,06/19/2024,2323806657,645,1.0,CS,144.94,0.0
,,R705T1,TVXH,UNIV OF CALIFORNIA - SAN FRANCISCO,1855 FOLSOM ST STE 304,SAN FRANCISCO,CA,MEDASSETS,05/20/2024,2323808808,648,1.0,CS,155.04,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/19/2024,2323723746,648,0.2,CS,30.4,0.0
,,R705T1,S169,GRACE COTTAGE HOSPITAL,185 GRAFTON RD,TOWNSHEND,VT,MEDASSETS,06/20/2024,2323717414,645,0.2,CS,29.0,0.0
,,R705T1,29WN,EAST OHIO REGIONAL HOSPITAL,90 N 4TH ST,MARTINS FERRY,OH,MEDASSETS,06/19/2024,2323720128,648,1.0,CS,155.04,0.0
,,R705T1,TVXH,UNIV OF CALIFORNIA - SAN FRANCISCO,1855 FOLSOM ST STE 304,SAN FRANCISCO,CA,MEDASSETS,05/20/2024,2323808807,648,1.0,CS,155.04,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/20/2024,2323767466,648,0.2,CS,31.02,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/20/2024,2323767470,648,0.2,CS,31.02,0.0
,,R705T1,KN7T,WHITE COUNTY MEDICAL CENTER,3214 E RACE AVE,SEARCY,AR,MEDASSETS,06/20/2024,2323761007,656,1.0,CS,139.89,0.0
,,R705T2,6RYB,PROMEDICA CHARLES & VIRG HICK (LUM),5640 N ADRIAN HWY,ADRIAN,MI,MEDASSETS,06/20/2024,2323777054,957,0.2,CS,25.14,0.0
,,R705T1,TVXH,UNIV OF CALIFORNIA - SAN FRANCISCO,1855 FOLSOM ST STE 304,SAN FRANCISCO,CA,MEDASSETS,05/20/2024,2323808807,648,1.0,CS,155.04,0.0
,,R705T1,HFNW,CHILDRENS NATIONAL HOSPITAL(LUM),111 MICHIGAN AVE NW,WASHINGTON,DC,MEDASSETS,06/20/2024,2323817717,648,1.0,CS,155.0,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/21/2024,2323886958,946,0.2,CS,31.48,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/22/2024,2323908215,646,0.6,CS,75.84,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/20/2024,2323844554,974,0.3,CS,66.0,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/22/2024,2323908215,648,0.5,CS,77.5,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/20/2024,2323848258,974,0.1,CS,22.0,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/21/2024,2323851459,974,0.2,CS,44.0,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/20/2024,2323848281,974,0.1,CS,22.0,0.0
,,R705T1,5LRQ,AKRON CHILDRENS HOSPITAL,1 PERKINS SQ,AKRON,OH,MEDASSETS,06/20/2024,2323878146,646,2.0,CS,252.76,0.0
,,R705T1,HHNU,CHILDRENS HOSPITAL OF WISCONSIN,6740 W WASHINGTON ST,WEST ALLIS,WI,MEDASSETS,06/21/2024,2323923606,649B,1.0,CS,139.94,0.0
,,R705T1,VO33,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVE,PROVIDENCE,RI,MEDASSETS,06/21/2024,2323925511,648,1.0,CS,155.04,0.0
,,R705T2,6RYB,PROMEDICA CHARLES & VIRG HICK (LUM),5640 N ADRIAN HWY,ADRIAN,MI,MEDASSETS,06/21/2024,2323966683,957,0.1,CS,12.57,0.0
,,R705T1,DYQE,GENESIS HEALTHCARE SYSTEM,2951 MAPLE AVE,ZANESVILLE,OH,MEDASSETS,06/21/2024,2323930086,648,2.0,CS,310.08,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/23/2024,2323957147,974,0.1,CS,22.0,0.0
,,R705T1,5K02,CURE 4 THE KIDS FOUNDATION,1 BREAKTHROUGH WAY STE 300,LAS VEGAS,NV,MEDASSETS,06/21/2024,2323964348,646,5.0,CS,631.9,0.0
,,R705T1,R152,UNIVERSITY OF ROCHESTER/STRONG (BUL,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/22/2024,2323937147,646,0.4,CS,50.56,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/23/2024,2323957167,974,0.1,CS,22.0,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/23/2024,2323962932,946,0.1,CS,15.74,0.0
,,R705T1,573P,INSPIRA IMAGING CTR-TOMLIN STATION,201 TOMLIN STATION RD,MULLICA HILL,NJ,MEDASSETS,06/23/2024,2324054654,957,3.0,CS,384.63,0.0
,,R705T1,R152,UNIVERSITY OF ROCHESTER/STRONG (BUL,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/23/2024,2324074079,648,0.5,CS,77.5,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/23/2024,2324009261,946,0.2,CS,31.48,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/23/2024,2324017141,646,0.4,CS,49.56,0.0
,,R705T1,MF5W,GOOD SAMARITAN HOSPITAL,1015 NW 22ND AVE,PORTLAND,OR,MEDASSETS,06/24/2024,2324058507,648,1.0,CS,155.04,0.0
,,R705T1,JBCP,TAMPA GENERAL HOSPITAL-SPD,1 TAMPA GENERAL CIR,TAMPA,FL,MEDASSETS,06/24/2024,2324082391,656,1.0,CS,139.9,0.0
,,R705T1,JZ5Y,CHS-ST FRANCIS HOSPITAL,100 PORT WASHINGTON BLVD,ROSLYN,NY,MEDASSETS,06/24/2024,2324162378,648,1.0,CS,155.04,0.0
,,R705T2,XSIU,ATRIUM MEDICAL CENTER (LUM),1 MEDICAL CENTER DR,MIDDLETOWN,OH,MEDASSETS,06/06/2024,2324173548,647,1.0,CS,151.8,0.0
,,R705T2,XSIU,ATRIUM MEDICAL CENTER (LUM),1 MEDICAL CENTER DR,MIDDLETOWN,OH,MEDASSETS,06/24/2024,2324173557,956,1.0,CS,154.9,0.0
,,R705T1,KTLS,MURDOCH DEVELOPMENTAL CENTER,1600 E C ST,BUTNER,NC,MEDASSETS,06/25/2024,2324190931,648,0.8,CS,124.0,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/24/2024,2324201137,946,0.3,CS,48.150000000000006,0.0
,,R705T2,Q542,MIAMI VALLEY HOSPITAL,1 WYOMING ST,DAYTON,OH,MEDASSETS,06/24/2024,2324203957,656,2.0,CS,274.3,0.0
,,R705T1,DUIN,CCP TASS INC,711 TROY SCHENECTADY RD STE 201,LATHAM,NY,MEDASSETS,06/25/2024,2324204726,648,1.0,CS,155.04,0.0
,,R705T1,BAIR,WESTCHESTER MEDICAL CENTER - LUM CA,100 WOODS RD,VALHALLA,NY,MEDASSETS,06/24/2024,2324025294,974,0.1,CS,22.0,0.0
,,R705T1,JZ5Y,CHS-ST FRANCIS HOSPITAL,100 PORT WASHINGTON BLVD,ROSLYN,NY,MEDASSETS,06/25/2024,2324162385,648,1.0,CS,155.04,0.0
,,R705T1,ENET,MED PED ID INC,28078 BAXTER RD STE 320,MURRIETA,CA,MEDASSETS,06/24/2024,2324175833,645,0.2,CS,28.98,0.0
,,R705T1,MKSO,BELLIN MEMORIAL HOSPITAL INC,905 CASS ST,GREEN BAY,WI,MEDASSETS,06/25/2024,2324210245,646,0.2,CS,25.28,0.0
,,R705T1,SV5T,VANDERBILT UNIVERSITY MEDICAL CTR(B,1301 MEDICAL CENTER DR,NASHVILLE,TN,MEDASSETS,06/25/2024,2324227878,656,1.0,CS,139.89,0.0
,,R705T1,ECHZ,WILSON MEMORIAL HOSPITAL (LUM),33-57 HARRISON ST,JOHNSON CITY,NY,MEDASSETS,06/24/2024,2324228949,648,0.5,CS,77.5,0.0
,,R705T2,WFAZ,PMR WILDWOOD,2865 N REYNOLDS RD STE 170,TOLEDO,OH,MEDASSETS,06/19/2024,2324239655,957,10.0,CS,1257.0,0.0
,,R705T2,SUBS,UNIV CINCINNATI-BCW,3200 BURNET AVE,CINCINNATI,OH,MEDASSETS,06/24/2024,2324219503,656,1.0,CS,137.15,0.0
,,R705T1,V4W5,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,MEDASSETS,06/24/2024,2324233320,648,0.4,CS,62.04,0.0
,,R705T1,HDIH,THE UNIVERSITY OF TEXAS SW MEDICAL,6201 HARRY HINES BLVD,DALLAS,TX,MEDASSETS,06/25/2024,2324260182,648,2.0,CS,310.08,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/24/2024,2324318317,648,0.4,CS,62.04,0.0
,,R705T2,Q641,PROMEDICA FLOWER HOSPITAL (LUM),5200 HARROUN RD,SYLVANIA,OH,MEDASSETS,06/25/2024,2324393982,957,0.5,CS,62.85,0.0
,,R705T1,V781,GRAHAM COUNTY HOSPITAL,304 W PROUT ST,HILL CITY,KS,MEDASSETS,06/21/2024,2324363771,645,1.0,CS,144.94,0.0
,,R705T1,UQIF,COURSEY ENTERPRISES INC,1259 S LYNN LN,IDABEL,OK,MEDASSETS,06/25/2024,2324315130,645,1.0,CS,144.94,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/25/2024,2324385437,957,0.6,CS,75.42,0.0
,,R705T1,MKSO,BELLIN MEMORIAL HOSPITAL INC,905 CASS ST,GREEN BAY,WI,MEDASSETS,06/25/2024,2324411326,648,1.0,CS,155.04,0.0
,,R705T2,6RYB,PROMEDICA CHARLES & VIRG HICK (LUM),5640 N ADRIAN HWY,ADRIAN,MI,MEDASSETS,06/25/2024,2324398026,957,0.3,CS,37.71,0.0
,,R705T2,Q555,PROMEDICA MEMORIAL HOSPITAL,715 S TAFT AVE,FREMONT,OH,MEDASSETS,06/24/2024,2324431046,956,1.0,CS,154.9,0.0
,,R705T1,KIW0,HUNTINGTON MEMORIAL HOSPITAL (BULK),100 W CALIFORNIA BLVD,PASADENA,CA,MEDASSETS,06/13/2024,2324489103,649,3.0,CS,465.27,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/26/2024,2324514954,646,0.1,CS,12.64,0.0
,,R705T2,Q555,PROMEDICA MEMORIAL HOSPITAL,715 S TAFT AVE,FREMONT,OH,MEDASSETS,06/24/2024,2324431046,957,1.0,CS,125.7,0.0
,,R705T1,IT3I,CHS-ST CATHERINE OF SIENA MED CTR/A,50 ROUTE 25A,SMITHTOWN,NY,MEDASSETS,06/26/2024,2324522150,648,1.0,CS,155.04,0.0
,,R705T2,Q542,MIAMI VALLEY HOSPITAL,1 WYOMING ST,DAYTON,OH,MEDASSETS,06/27/2024,2324561925,648,1.0,CS,152.0,0.0
,,R705T1,R152,UNIVERSITY OF ROCHESTER/STRONG (BUL,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/26/2024,2324580458,648,1.0,CS,155.0,0.0
,,R705T2,RBBA,PROMEDICA TOLEDO HOSPITAL (LUM),2142 N COVE BLVD,TOLEDO,OH,MEDASSETS,06/27/2024,2324653280,946,0.2,CS,31.48,0.0
,,R705T2,KPN9,GRADY HEALTH SYSTEM LUM CARTS,80 JESSE HILL JR DR SE,ATLANTA,GA,MEDASSETS,06/25/2024,2324485155,648,0.2,CS,30.4,0.0
,,R705T1,ECFX,UNIVERSITY OF ROCHESTER/STRONG (LUM,601 ELMWOOD AVE,ROCHESTER,NY,MEDASSETS,06/26/2024,2324514903,648,0.5,CS,77.5,0.0
,,R705T1,V57S,MERCY MEDICAL CENTER,701 10TH ST SE,CEDAR RAPIDS,IA,MEDASSETS,06/26/2024,2324518702,648,1.0,CS,155.04,0.0
,,R705T1,JKFF,NCH MD-HEALTHCARE SYSTEM,350 7TH ST N,NAPLES,FL,MEDASSETS,06/26/2024,2324543700,648,1.0,CS,155.04,0.0
,,R705T1,IIE5,USC UNIVERSITY AND RESEARCH,1640 MARENGO ST STE 300,LOS ANGELES,CA,MEDASSETS,06/26/2024,2324554893,648,2.0,CS,310.08,0.0
